path,emotion,transcript
data/audio/Actor_19/03-01-06-01-02-01-19.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_19/03-01-05-01-02-02-19.wav,angry, Dogs are sitting by the door.
data/audio/Actor_19/03-01-08-01-01-02-19.wav,surprised, Kids are talking by the door.
data/audio/Actor_19/03-01-08-02-02-02-19.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_19/03-01-02-01-02-02-19.wav,calm, Dogs are sitting by the door.
data/audio/Actor_19/03-01-01-01-02-01-19.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_19/03-01-02-02-01-02-19.wav,calm, Kids are talking by the door.
data/audio/Actor_19/03-01-03-01-01-01-19.wav,happy, Kids are talking by the door.
data/audio/Actor_19/03-01-03-02-02-01-19.wav,happy, Dogs are sitting by the door!
data/audio/Actor_19/03-01-06-01-01-01-19.wav,fearful, Kids are talking by the door.
data/audio/Actor_19/03-01-05-01-01-02-19.wav,angry, Kids are talking by the door.
data/audio/Actor_19/03-01-05-02-02-02-19.wav,angry, Dogs are sitting by the door!
data/audio/Actor_19/03-01-06-02-02-01-19.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_19/03-01-04-01-02-01-19.wav,sad, Dogs are sitting by the door.
data/audio/Actor_19/03-01-07-01-02-02-19.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_19/03-01-07-02-01-02-19.wav,disgust, Kids are talking by the door!
data/audio/Actor_19/03-01-04-02-01-01-19.wav,sad, Kids are talking by the door.
data/audio/Actor_19/03-01-08-02-01-02-19.wav,surprised, Kids are talking by the door!
data/audio/Actor_19/03-01-08-01-02-02-19.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_19/03-01-03-02-01-01-19.wav,happy, Kids are talking by the door.
data/audio/Actor_19/03-01-03-01-02-01-19.wav,happy, Dogs are sitting by the door.
data/audio/Actor_19/03-01-02-02-02-02-19.wav,calm, Dogs are sitting by the door.
data/audio/Actor_19/03-01-02-01-01-02-19.wav,calm, Kids are talking by the door.
data/audio/Actor_19/03-01-01-01-01-01-19.wav,neutral, Kids are talking by the door.
data/audio/Actor_19/03-01-03-02-02-02-19.wav,happy, Dogs are sitting by the door.
data/audio/Actor_19/03-01-03-01-01-02-19.wav,happy, Kids are talking by the door.
data/audio/Actor_19/03-01-02-02-01-01-19.wav,calm, Kids are talking by the door.
data/audio/Actor_19/03-01-01-01-02-02-19.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_19/03-01-02-01-02-01-19.wav,calm, Dogs are sitting by the door.
data/audio/Actor_19/03-01-05-01-02-01-19.wav,angry, The dogs are sitting by the door.
data/audio/Actor_19/03-01-06-01-02-02-19.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_19/03-01-06-02-01-02-19.wav,fearful, Kids are talking by the door!
data/audio/Actor_19/03-01-05-02-01-01-19.wav,angry, Kids are talking by the door!
data/audio/Actor_19/03-01-07-01-01-01-19.wav,disgust, Kids are talking by the door.
data/audio/Actor_19/03-01-04-01-01-02-19.wav,sad, Kids are talking by the door.
data/audio/Actor_19/03-01-04-02-02-02-19.wav,sad, Dogs are sitting by the door.
data/audio/Actor_19/03-01-07-02-02-01-19.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_19/03-01-08-02-02-01-19.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_19/03-01-08-01-01-01-19.wav,surprised, The kids are talking by the door.
data/audio/Actor_10/03-01-03-02-02-02-10.wav,happy, Dogs are sitting by the door!
data/audio/Actor_10/03-01-03-01-01-02-10.wav,happy, Kids are talking by the door.
data/audio/Actor_10/03-01-02-02-01-01-10.wav,calm, Kids are talking by the door.
data/audio/Actor_10/03-01-02-01-02-01-10.wav,calm, Dogs are sitting by the door.
data/audio/Actor_10/03-01-01-01-02-02-10.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_10/03-01-06-01-02-02-10.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_10/03-01-05-01-02-01-10.wav,angry, Dogs are sitting by the door.
data/audio/Actor_10/03-01-05-02-01-01-10.wav,angry, Kids are talking by the door.
data/audio/Actor_10/03-01-06-02-01-02-10.wav,fearful, Kids are talking by the door.
data/audio/Actor_10/03-01-04-01-01-02-10.wav,sad, Kids are talking by the door.
data/audio/Actor_10/03-01-07-01-01-01-10.wav,disgust, Kids are talking by the door.
data/audio/Actor_10/03-01-07-02-02-01-10.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_10/03-01-04-02-02-02-10.wav,sad, Dogs are sitting by the door.
data/audio/Actor_10/03-01-08-02-02-01-10.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_10/03-01-08-01-01-01-10.wav,surprised, Kids are talking by the door.
data/audio/Actor_10/03-01-05-01-01-02-10.wav,angry, Kids are talking by the door.
data/audio/Actor_10/03-01-06-01-01-01-10.wav,fearful, Kids are talking by the door.
data/audio/Actor_10/03-01-06-02-02-01-10.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_10/03-01-05-02-02-02-10.wav,angry, Dogs are sitting by the door.
data/audio/Actor_10/03-01-07-01-02-02-10.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_10/03-01-04-01-02-01-10.wav,sad, Dogs are sitting by the door.
data/audio/Actor_10/03-01-04-02-01-01-10.wav,sad, Kids are talking by the door.
data/audio/Actor_10/03-01-07-02-01-02-10.wav,disgust, Kids are talking by the door.
data/audio/Actor_10/03-01-08-02-01-02-10.wav,surprised, Kids are talking by the door.
data/audio/Actor_10/03-01-08-01-02-02-10.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_10/03-01-03-02-01-01-10.wav,happy, Kids are talking by the door!
data/audio/Actor_10/03-01-03-01-02-01-10.wav,happy, Dogs are sitting by the door.
data/audio/Actor_10/03-01-02-02-02-02-10.wav,calm, Dogs are sitting by the door.
data/audio/Actor_10/03-01-01-01-01-01-10.wav,neutral, Kids are talking by the door.
data/audio/Actor_10/03-01-02-01-01-02-10.wav,calm, Kids are talking by the door.
data/audio/Actor_10/03-01-04-02-02-01-10.wav,sad, Dogs are sitting by the door.
data/audio/Actor_10/03-01-07-02-02-02-10.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_10/03-01-07-01-01-02-10.wav,disgust, Kids are talking by the door.
data/audio/Actor_10/03-01-04-01-01-01-10.wav,sad, Kids are talking by the door.
data/audio/Actor_10/03-01-06-02-01-01-10.wav,fearful, Kids are talking by the door.
data/audio/Actor_10/03-01-05-02-01-02-10.wav,angry, Kids are talking by the door!
data/audio/Actor_10/03-01-05-01-02-02-10.wav,angry, Dogs are sitting by the door.
data/audio/Actor_10/03-01-06-01-02-01-10.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_10/03-01-08-01-01-02-10.wav,surprised, Kids are talking by the door.
data/audio/Actor_10/03-01-08-02-02-02-10.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_10/03-01-01-01-02-01-10.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_10/03-01-02-01-02-02-10.wav,calm, Dogs are sitting by the door.
data/audio/Actor_10/03-01-02-02-01-02-10.wav,calm, Kids are talking by the door.
data/audio/Actor_10/03-01-03-01-01-01-10.wav,happy, Kids are talking by the door.
data/audio/Actor_10/03-01-03-02-02-01-10.wav,happy, Dogs are sitting by the door!
data/audio/Actor_10/03-01-02-01-01-01-10.wav,calm, Kids are talking by the door.
data/audio/Actor_10/03-01-01-01-01-02-10.wav,neutral, Kids are talking by the door.
data/audio/Actor_10/03-01-02-02-02-01-10.wav,calm, Dogs are sitting by the door.
data/audio/Actor_10/03-01-03-01-02-02-10.wav,happy, Dogs are sitting by the door.
data/audio/Actor_10/03-01-03-02-01-02-10.wav,happy, Kids are talking by the door!
data/audio/Actor_10/03-01-07-02-01-01-10.wav,disgust, Kids are talking by the door!
data/audio/Actor_10/03-01-04-02-01-02-10.wav,sad, Kids are talking by the door.
data/audio/Actor_10/03-01-04-01-02-02-10.wav,sad, Dogs are sitting by the door.
data/audio/Actor_10/03-01-07-01-02-01-10.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_10/03-01-05-02-02-01-10.wav,angry, Dogs are sitting by the door.
data/audio/Actor_10/03-01-06-02-02-02-10.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_10/03-01-06-01-01-02-10.wav,fearful, Kids are talking by the door.
data/audio/Actor_10/03-01-05-01-01-01-10.wav,angry, Kids are talking by the door.
data/audio/Actor_10/03-01-08-01-02-01-10.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_10/03-01-08-02-01-01-10.wav,surprised, Kids are talking by the door.
data/audio/Actor_17/03-01-07-02-02-01-17.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_17/03-01-04-02-02-02-17.wav,sad, Dogs are sitting by the door.
data/audio/Actor_17/03-01-04-01-01-02-17.wav,sad, Kids are talking by the door.
data/audio/Actor_17/03-01-07-01-01-01-17.wav,disgust, Kids are talking by the door.
data/audio/Actor_17/03-01-05-02-01-01-17.wav,angry, Kids are talking by the door.
data/audio/Actor_17/03-01-06-02-01-02-17.wav,fearful, Kids are talking by the door!
data/audio/Actor_17/03-01-06-01-02-02-17.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_17/03-01-05-01-02-01-17.wav,angry, Dogs are sitting by the door.
data/audio/Actor_17/03-01-08-01-01-01-17.wav,surprised, Kids are talking by the door.
data/audio/Actor_17/03-01-08-02-02-01-17.wav,surprised, Dogs are sitting by the door!
data/audio/Actor_17/03-01-02-01-02-01-17.wav,calm, Dogs are sitting by the door.
data/audio/Actor_17/03-01-01-01-02-02-17.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_17/03-01-02-02-01-01-17.wav,calm, Kids are talking by the door.
data/audio/Actor_17/03-01-03-01-01-02-17.wav,happy, Kids are talking by the door.
data/audio/Actor_17/03-01-03-02-02-02-17.wav,happy, Dogs are sitting by the door.
data/audio/Actor_17/03-01-01-01-01-01-17.wav,neutral, Kids are talking by the door.
data/audio/Actor_17/03-01-02-01-01-02-17.wav,calm, Kids are talking by the door.
data/audio/Actor_17/03-01-02-02-02-02-17.wav,calm, Dogs are sitting by the door.
data/audio/Actor_17/03-01-03-01-02-01-17.wav,happy, Dogs are sitting by the door.
data/audio/Actor_17/03-01-03-02-01-01-17.wav,happy, Kids are talking by the door!
data/audio/Actor_17/03-01-04-02-01-01-17.wav,sad, Kids are talking by the door.
data/audio/Actor_17/03-01-07-02-01-02-17.wav,disgust, Kids are talking by their door!
data/audio/Actor_17/03-01-07-01-02-02-17.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_17/03-01-04-01-02-01-17.wav,sad, Dogs are sitting by the door.
data/audio/Actor_17/03-01-06-02-02-01-17.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_17/03-01-05-02-02-02-17.wav,angry, Dogs are sitting by the door.
data/audio/Actor_17/03-01-05-01-01-02-17.wav,angry, Kids are talking by the door.
data/audio/Actor_17/03-01-06-01-01-01-17.wav,fearful, Kids are talking by the door.
data/audio/Actor_17/03-01-08-01-02-02-17.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_17/03-01-08-02-01-02-17.wav,surprised, Kids are talking by the door!
data/audio/Actor_17/03-01-03-02-02-01-17.wav,happy, Dogs are sitting by the door!
data/audio/Actor_17/03-01-03-01-01-01-17.wav,happy, Kids are talking by the door.
data/audio/Actor_17/03-01-02-02-01-02-17.wav,calm, Kids are talking by the door.
data/audio/Actor_17/03-01-01-01-02-01-17.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_17/03-01-02-01-02-02-17.wav,calm, Dogs are sitting by the door.
data/audio/Actor_17/03-01-05-01-02-02-17.wav,angry, Dogs are sitting by the door.
data/audio/Actor_17/03-01-06-01-02-01-17.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_17/03-01-06-02-01-01-17.wav,fearful, Kids are talking by the door!
data/audio/Actor_17/03-01-05-02-01-02-17.wav,angry, Kids are talking by the door.
data/audio/Actor_17/03-01-07-01-01-02-17.wav,disgust, Kids are talking by the door.
data/audio/Actor_17/03-01-04-01-01-01-17.wav,sad, Kids are talking by the door.
data/audio/Actor_17/03-01-04-02-02-01-17.wav,sad, Dogs are sitting by the door.
data/audio/Actor_17/03-01-07-02-02-02-17.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_17/03-01-08-02-02-02-17.wav,surprised, Dogs are sitting by the door!
data/audio/Actor_17/03-01-08-01-01-02-17.wav,surprised, Kids are talking by the door!
data/audio/Actor_17/03-01-06-01-01-02-17.wav,fearful, Kids are talking by the door.
data/audio/Actor_17/03-01-05-01-01-01-17.wav,angry, Kids are talking by the door.
data/audio/Actor_17/03-01-05-02-02-01-17.wav,angry, Dogs are sitting by the door.
data/audio/Actor_17/03-01-06-02-02-02-17.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_17/03-01-04-01-02-02-17.wav,sad, Dogs are sitting by the door.
data/audio/Actor_17/03-01-07-01-02-01-17.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_17/03-01-07-02-01-01-17.wav,disgust, Kids are talking by the door!
data/audio/Actor_17/03-01-04-02-01-02-17.wav,sad, Kids are talking by the door.
data/audio/Actor_17/03-01-08-02-01-01-17.wav,surprised, Kids are talking by the door!
data/audio/Actor_17/03-01-08-01-02-01-17.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_17/03-01-03-02-01-02-17.wav,happy, Kids are talking by the door!
data/audio/Actor_17/03-01-03-01-02-02-17.wav,happy, Dogs are sitting by the door.
data/audio/Actor_17/03-01-02-02-02-01-17.wav,calm, Dogs are sitting by the door.
data/audio/Actor_17/03-01-02-01-01-01-17.wav,calm, Kids are talking by the door.
data/audio/Actor_17/03-01-01-01-01-02-17.wav,neutral, Kids are talking by the door.
data/audio/Actor_04/03-01-03-02-02-02-04.wav,happy, Dogs are sitting by the door!
data/audio/Actor_04/03-01-03-01-01-02-04.wav,happy, Kids are talking by the door.
data/audio/Actor_04/03-01-02-02-01-01-04.wav,calm, Kids are talking by the door.
data/audio/Actor_04/03-01-01-01-02-02-04.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_04/03-01-02-01-02-01-04.wav,calm, Dogs are sitting by the door.
data/audio/Actor_04/03-01-05-01-02-01-04.wav,angry, Dogs are sitting by the door.
data/audio/Actor_04/03-01-06-01-02-02-04.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_04/03-01-06-02-01-02-04.wav,fearful, Kids are talking by the door!
data/audio/Actor_04/03-01-05-02-01-01-04.wav,angry, Kids are talking by the door!
data/audio/Actor_04/03-01-07-01-01-01-04.wav,disgust, Kids are talking by the door.
data/audio/Actor_04/03-01-04-01-01-02-04.wav,sad, Kids are talking by the door.
data/audio/Actor_04/03-01-04-02-02-02-04.wav,sad, Dogs are sitting by the door.
data/audio/Actor_04/03-01-07-02-02-01-04.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_04/03-01-08-02-02-01-04.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_04/03-01-08-01-01-01-04.wav,surprised, Kids are talking by the door.
data/audio/Actor_04/03-01-06-01-01-01-04.wav,fearful, Kids are talking by the door.
data/audio/Actor_04/03-01-05-01-01-02-04.wav,angry, Kids are talking by the door.
data/audio/Actor_04/03-01-05-02-02-02-04.wav,angry, Dogs are sitting by the door!
data/audio/Actor_04/03-01-06-02-02-01-04.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_04/03-01-04-01-02-01-04.wav,sad, Dogs are sitting by the door.
data/audio/Actor_04/03-01-07-01-02-02-04.wav,disgust, Dogs are sitting by the door?
data/audio/Actor_04/03-01-07-02-01-02-04.wav,disgust, Kids are talking by the door.
data/audio/Actor_04/03-01-04-02-01-01-04.wav,sad, Kids are talking by the door!
data/audio/Actor_04/03-01-08-02-01-02-04.wav,surprised, Kids are talking by the door.
data/audio/Actor_04/03-01-08-01-02-02-04.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_04/03-01-03-02-01-01-04.wav,happy, Kids are talking by the door!
data/audio/Actor_04/03-01-03-01-02-01-04.wav,happy, Dogs are sitting by the door.
data/audio/Actor_04/03-01-02-02-02-02-04.wav,calm, Dogs are sitting by the door.
data/audio/Actor_04/03-01-02-01-01-02-04.wav,calm, Kids are talking by the door.
data/audio/Actor_04/03-01-01-01-01-01-04.wav,neutral, Kids are talking by the door.
data/audio/Actor_04/03-01-07-02-02-02-04.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_04/03-01-04-02-02-01-04.wav,sad, Dogs are sitting by the door!
data/audio/Actor_04/03-01-04-01-01-01-04.wav,sad, Kids are talking by the door.
data/audio/Actor_04/03-01-07-01-01-02-04.wav,disgust, Kids are talking about the door.
data/audio/Actor_04/03-01-05-02-01-02-04.wav,angry, Kids are talking by the door.
data/audio/Actor_04/03-01-06-02-01-01-04.wav,fearful, Kids are talking by the door!
data/audio/Actor_04/03-01-06-01-02-01-04.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_04/03-01-05-01-02-02-04.wav,angry, Dogs are sitting by the door.
data/audio/Actor_04/03-01-08-01-01-02-04.wav,surprised, Kids are talking by the door.
data/audio/Actor_04/03-01-08-02-02-02-04.wav,surprised, Dogs are sitting by the door!
data/audio/Actor_04/03-01-02-01-02-02-04.wav,calm, Dogs are sitting by the door.
data/audio/Actor_04/03-01-01-01-02-01-04.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_04/03-01-02-02-01-02-04.wav,calm, Kids are talking by the door.
data/audio/Actor_04/03-01-03-01-01-01-04.wav,happy, Kids are talking by the door.
data/audio/Actor_04/03-01-03-02-02-01-04.wav,happy, Dogs are sitting by the door.
data/audio/Actor_04/03-01-01-01-01-02-04.wav,neutral, Kids are talking by the door.
data/audio/Actor_04/03-01-02-01-01-01-04.wav,calm, Kids are talking by the door.
data/audio/Actor_04/03-01-02-02-02-01-04.wav,calm, Dogs are sitting by the door.
data/audio/Actor_04/03-01-03-01-02-02-04.wav,happy, Dogs are sitting by the door.
data/audio/Actor_04/03-01-03-02-01-02-04.wav,happy, Kids are talking by the door.
data/audio/Actor_04/03-01-04-02-01-02-04.wav,sad, Kids are talking by the door!
data/audio/Actor_04/03-01-07-02-01-01-04.wav,disgust, Kids are talking by the door.
data/audio/Actor_04/03-01-07-01-02-01-04.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_04/03-01-04-01-02-02-04.wav,sad, Dogs are sitting by the door.
data/audio/Actor_04/03-01-06-02-02-02-04.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_04/03-01-05-02-02-01-04.wav,angry, Dogs are sitting by the door!
data/audio/Actor_04/03-01-05-01-01-01-04.wav,angry, Kids are talking by the door.
data/audio/Actor_04/03-01-06-01-01-02-04.wav,fearful, Kids are talking by the door.
data/audio/Actor_04/03-01-08-01-02-01-04.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_04/03-01-08-02-01-01-04.wav,surprised, Kids are talking by the door?
data/audio/Actor_03/03-01-04-02-02-02-03.wav,sad, Dogs are sitting by the door.
data/audio/Actor_03/03-01-07-02-02-01-03.wav,disgust, Well dogs are sitting by the door. Oh.
data/audio/Actor_03/03-01-07-01-01-01-03.wav,disgust, Cutes are talking by the door.
data/audio/Actor_03/03-01-04-01-01-02-03.wav,sad, Kids are talking by the door.
data/audio/Actor_03/03-01-06-02-01-02-03.wav,fearful, The kids are talking by the door!
data/audio/Actor_03/03-01-05-02-01-01-03.wav,angry, Kids are talking by the door!
data/audio/Actor_03/03-01-05-01-02-01-03.wav,angry, Dogs are sitting by the door.
data/audio/Actor_03/03-01-06-01-02-02-03.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_03/03-01-08-01-01-01-03.wav,surprised, Kids are talking by the door.
data/audio/Actor_03/03-01-08-02-02-01-03.wav,surprised, Dogs are sitting by the door!
data/audio/Actor_03/03-01-01-01-02-02-03.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_03/03-01-02-01-02-01-03.wav,calm, Dogs are sitting by the door.
data/audio/Actor_03/03-01-02-02-01-01-03.wav,calm, Kids are talking by the door.
data/audio/Actor_03/03-01-03-01-01-02-03.wav,happy, Kids are talking by the door.
data/audio/Actor_03/03-01-03-02-02-02-03.wav,happy, Dogs are sitting by the door.
data/audio/Actor_03/03-01-02-01-01-02-03.wav,calm, Kids are talking by the door.
data/audio/Actor_03/03-01-01-01-01-01-03.wav,neutral, Kids are talking by the door.
data/audio/Actor_03/03-01-02-02-02-02-03.wav,calm, Dogs are sitting by the door.
data/audio/Actor_03/03-01-03-01-02-01-03.wav,happy, Dogs are sitting by the door.
data/audio/Actor_03/03-01-03-02-01-01-03.wav,happy, Kids are talking by the door!
data/audio/Actor_03/03-01-07-02-01-02-03.wav,disgust, Kids are talking by the door.
data/audio/Actor_03/03-01-04-02-01-01-03.wav,sad, The kids are talking by the door.
data/audio/Actor_03/03-01-04-01-02-01-03.wav,sad, Dogs are sitting by the door.
data/audio/Actor_03/03-01-07-01-02-02-03.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_03/03-01-05-02-02-02-03.wav,angry, Dogs are sitting by the door!
data/audio/Actor_03/03-01-06-02-02-01-03.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_03/03-01-06-01-01-01-03.wav,fearful, Kids are talking by the door.
data/audio/Actor_03/03-01-05-01-01-02-03.wav,angry, Kids are talking by the door.
data/audio/Actor_03/03-01-08-01-02-02-03.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_03/03-01-08-02-01-02-03.wav,surprised, Kids are talking by the door!
data/audio/Actor_03/03-01-03-02-02-01-03.wav,happy, Dogs are sitting by the door!
data/audio/Actor_03/03-01-03-01-01-01-03.wav,happy, Kids are talking by the door.
data/audio/Actor_03/03-01-02-02-01-02-03.wav,calm, Kids are talking by the door.
data/audio/Actor_03/03-01-02-01-02-02-03.wav,calm, Dogs are sitting by the door.
data/audio/Actor_03/03-01-01-01-02-01-03.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_03/03-01-06-01-02-01-03.wav,fearful, The dogs are sitting by the door.
data/audio/Actor_03/03-01-05-01-02-02-03.wav,angry, Dogs are sitting by the door.
data/audio/Actor_03/03-01-05-02-01-02-03.wav,angry, Kids are talking by the door!
data/audio/Actor_03/03-01-06-02-01-01-03.wav,fearful, Kids are talking by the door!
data/audio/Actor_03/03-01-04-01-01-01-03.wav,sad, Kids are talking by the door.
data/audio/Actor_03/03-01-07-01-01-02-03.wav,disgust, Kids are talking by the door.
data/audio/Actor_03/03-01-07-02-02-02-03.wav,disgust, Dogs are sitting by the door!
data/audio/Actor_03/03-01-04-02-02-01-03.wav,sad, Dogs are sitting by the door.
data/audio/Actor_03/03-01-08-02-02-02-03.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_03/03-01-08-01-01-02-03.wav,surprised, Kids are talking by the door.
data/audio/Actor_03/03-01-05-01-01-01-03.wav,angry, Kids are talking by the door.
data/audio/Actor_03/03-01-06-01-01-02-03.wav,fearful, Kids are talking by the door.
data/audio/Actor_03/03-01-06-02-02-02-03.wav,fearful, Dogs are sitting by the door!
data/audio/Actor_03/03-01-05-02-02-01-03.wav,angry, Dogs are sitting by the door!
data/audio/Actor_03/03-01-07-01-02-01-03.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_03/03-01-04-01-02-02-03.wav,sad, Dogs are sitting by the door.
data/audio/Actor_03/03-01-04-02-01-02-03.wav,sad, Kids are talking by the door!
data/audio/Actor_03/03-01-07-02-01-01-03.wav,disgust, Kids are talking by the door.
data/audio/Actor_03/03-01-08-02-01-01-03.wav,surprised, Kids are talking by the door.
data/audio/Actor_03/03-01-08-01-02-01-03.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_03/03-01-03-02-01-02-03.wav,happy, Kids are talking by the door!
data/audio/Actor_03/03-01-03-01-02-02-03.wav,happy, Dogs are sitting by the door.
data/audio/Actor_03/03-01-02-02-02-01-03.wav,calm, Dogs are sitting by the door.
data/audio/Actor_03/03-01-01-01-01-02-03.wav,neutral, Kids are talking by the door.
data/audio/Actor_03/03-01-02-01-01-01-03.wav,calm, Kids are talking by the door.
data/audio/Actor_02/03-01-06-01-02-02-02.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_02/03-01-05-01-02-01-02.wav,angry, Dogs are sitting by the door.
data/audio/Actor_02/03-01-05-02-01-01-02.wav,angry, Kids are talking by the door.
data/audio/Actor_02/03-01-06-02-01-02-02.wav,fearful, Kids are talking by the door.
data/audio/Actor_02/03-01-04-01-01-02-02.wav,sad, Kids are talking by the door.
data/audio/Actor_02/03-01-07-01-01-01-02.wav,disgust, Kids are talking by the door.
data/audio/Actor_02/03-01-07-02-02-01-02.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_02/03-01-04-02-02-02-02.wav,sad, Dogs are sitting by the door.
data/audio/Actor_02/03-01-08-02-02-01-02.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_02/03-01-08-01-01-01-02.wav,surprised, Kids are talking by the door.
data/audio/Actor_02/03-01-03-02-02-02-02.wav,happy, Dogs are sitting by the door.
data/audio/Actor_02/03-01-03-01-01-02-02.wav,happy, Kids are talking by the door.
data/audio/Actor_02/03-01-02-02-01-01-02.wav,calm, Kids are talking by the door.
data/audio/Actor_02/03-01-02-01-02-01-02.wav,calm, Dogs are sitting by the door.
data/audio/Actor_02/03-01-01-01-02-02-02.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_02/03-01-03-02-01-01-02.wav,happy, Kids are talking by the door.
data/audio/Actor_02/03-01-03-01-02-01-02.wav,happy, Dogs are sitting by the door.
data/audio/Actor_02/03-01-02-02-02-02-02.wav,calm, Dogs are sitting by the door.
data/audio/Actor_02/03-01-01-01-01-01-02.wav,neutral, Kids are talking by the door.
data/audio/Actor_02/03-01-02-01-01-02-02.wav,calm, Kids are talking by the door.
data/audio/Actor_02/03-01-05-01-01-02-02.wav,angry, Kids are talking by the door.
data/audio/Actor_02/03-01-06-01-01-01-02.wav,fearful, Kids are talking by the door.
data/audio/Actor_02/03-01-06-02-02-01-02.wav,fearful, Dogs are sitting by the door.
data/audio/Actor_02/03-01-05-02-02-02-02.wav,angry, Dogs are sitting by the door.
data/audio/Actor_02/03-01-07-01-02-02-02.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_02/03-01-04-01-02-01-02.wav,sad, Dogs are sitting by the door.
data/audio/Actor_02/03-01-04-02-01-01-02.wav,sad, Kids are talking by the door.
data/audio/Actor_02/03-01-07-02-01-02-02.wav,disgust, Kids are talking by the door.
data/audio/Actor_02/03-01-08-02-01-02-02.wav,surprised, Kids are talking by the door.
data/audio/Actor_02/03-01-08-01-02-02-02.wav,surprised, Dogs are sitting by the door.
data/audio/Actor_02/03-01-01-01-02-01-02.wav,neutral, Dogs are sitting by the door.
data/audio/Actor_02/03-01-02-01-02-02-02.wav,calm, Dogs are sitting by the door.
data/audio/Actor_02/03-01-02-02-01-02-02.wav,calm, Kids are talking by the door.
data/audio/Actor_02/03-01-03-01-01-01-02.wav,happy, Kids are talking by the door.
data/audio/Actor_02/03-01-03-02-02-01-02.wav,happy, Dogs are sitting by the door.
data/audio/Actor_02/03-01-04-02-02-01-02.wav,sad, Dogs are sitting by the door.
data/audio/Actor_02/03-01-07-02-02-02-02.wav,disgust, Dogs are sitting by the door.
data/audio/Actor_02/03-01-07-01-01-02-02.wav,disgust, Kids are talking by the door.
data/audio/Actor_02/03-01-04-01-01-01-02.wav,sad, Kids are talking by the door.
data/audio/Actor_02/03-01-06-02-01-01-02.wav,fearful, Kids are talking by the door.
data/audio/Actor_02/03-01-05-02-01-02-02.wav,angry, Kids are talking by the door.
data/audio/Actor_02/03-01-05-01-02-02-02.wav,angry, Dogs are sitting by the door.
